ID_cliente,segmento_oculto,score_crediticio,ingresos_mensuales,uso_credito,historial_impagos,frecuencia_pago,saldo_actual,antiguedad_cliente,comportamiento_app,prob_impago,impago
C00273,bajo_riesgo,776.47,13554.09,0.128,0,6.89,2577.32,34.2,alto,0.0007,0
C00274,alto_riesgo,478.86,6760.96,0.543,1,4.29,2693.64,5.8,bajo,0.0201,0
C00275,medio_riesgo,642.66,8382.51,0.288,0,2.64,4100.43,59.4,bajo,0.0033,0
C00276,bajo_riesgo,762.35,17280.46,0.093,0,5.55,804.8,24.1,alto,0.0003,0
C00277,medio_riesgo,604.67,4513.44,0.599,2,4.55,1147.13,2.7,medio,0.0453,0
C00278,bajo_riesgo,692.73,13231.09,0.235,0,4.84,1858.4,44.5,alto,0.001,0
C00279,medio_riesgo,607.7,10289.8,0.587,0,7.48,3954.49,13.1,bajo,0.0036,0
C00280,bajo_riesgo,790.52,16383.5,0.087,0,10.84,4129.34,2.7,medio,0.0003,0
C00281,bajo_riesgo,807.56,17230.01,0.042,0,3.61,1516.71,14.1,medio,0.0003,0
C00282,medio_riesgo,536.11,8061.4,0.831,1,5.44,6029.65,1.5,medio,0.0185,0
C00283,medio_riesgo,635.82,8611.12,0.696,1,6.33,2806.33,29.0,bajo,0.0105,0
C00284,bajo_riesgo,692.39,15970.63,0.026,0,6.97,4848.42,8.4,medio,0.0005,0
C00285,alto_riesgo,557.55,8711.18,0.626,4,2.77,4692.4,52.2,bajo,0.09,0
C00286,bajo_riesgo,779.51,16947.03,0.099,1,6.65,4791.64,43.8,alto,0.0006,0
C00287,medio_riesgo,617.11,11872.23,0.32,1,3.89,3760.42,53.2,bajo,0.0037,0
C00288,alto_riesgo,452.56,8464.83,0.943,1,4.21,10097.25,19.1,bajo,0.0249,0
C00289,medio_riesgo,653.89,6631.17,0.487,0,4.43,5325.64,51.5,bajo,0.0057,0
C00290,medio_riesgo,599.8,9378.07,0.062,3,5.61,4652.54,49.7,bajo,0.0189,1
C00291,medio_riesgo,546.72,16300.57,0.141,0,4.99,4001.64,5.1,medio,0.0008,0
C00292,alto_riesgo,591.66,5777.7,0.447,0,1.73,674.68,38.5,bajo,0.0078,0
C00293,alto_riesgo,349.65,3819.74,0.696,1,0.0,1084.53,53.2,bajo,0.0614,0
C00294,bajo_riesgo,810.9,16500.73,0.082,0,6.24,1149.9,47.0,alto,0.0003,0
C00295,medio_riesgo,535.03,9752.59,0.274,0,2.48,823.28,42.6,medio,0.0034,0
C00296,bajo_riesgo,831.21,19612.8,0.152,0,6.74,5419.09,30.0,alto,0.0002,0
C00297,alto_riesgo,515.68,6329.04,0.336,0,3.07,1641.1,56.0,bajo,0.0077,0
C00298,alto_riesgo,580.71,8636.19,0.599,2,5.35,4437.57,52.2,bajo,0.0219,1
C00299,medio_riesgo,697.03,9385.81,0.234,0,6.29,4433.7,37.4,bajo,0.0022,0
C00300,bajo_riesgo,749.13,9161.41,0.135,0,1.15,11713.8,3.2,alto,0.0017,0
C00301,medio_riesgo,573.74,10413.51,0.666,0,0.05,3898.67,51.9,bajo,0.0043,0
C00302,medio_riesgo,493.02,13396.15,0.542,0,5.09,10702.92,55.0,medio,0.0026,0
C00303,alto_riesgo,540.86,8151.28,0.429,0,3.48,11960.64,4.3,bajo,0.0056,0
C00304,medio_riesgo,715.09,11342.95,0.385,0,4.01,4467.29,35.4,medio,0.0017,0
C00305,medio_riesgo,629.77,3817.83,0.346,0,7.84,2565.94,7.4,medio,0.0091,0
C00306,medio_riesgo,591.44,9375.1,0.461,0,8.45,1520.97,29.1,bajo,0.0039,0
C00307,medio_riesgo,512.17,9185.38,0.442,1,7.68,428.07,19.8,bajo,0.01,0
C00308,bajo_riesgo,698.89,12832.44,0.425,0,5.26,3254.86,28.1,medio,0.0014,0
C00309,medio_riesgo,598.84,5741.75,0.168,1,0.14,3584.02,23.8,medio,0.0111,0
C00310,medio_riesgo,581.02,6917.84,0.395,0,1.06,2639.16,56.8,bajo,0.006,0
C00311,bajo_riesgo,808.89,17373.9,0.52,1,5.39,3599.0,50.8,alto,0.0009,0
C00312,alto_riesgo,403.49,6525.23,0.528,0,4.14,5323.08,35.2,bajo,0.013,0
C00313,medio_riesgo,631.21,9028.79,0.062,0,3.7,14387.15,21.2,medio,0.0023,0
C00314,bajo_riesgo,738.58,20530.59,0.052,0,7.87,804.46,12.2,medio,0.0002,0
C00315,alto_riesgo,412.55,5168.27,0.735,3,2.33,7675.34,18.9,bajo,0.1494,0
C00316,medio_riesgo,706.45,9836.52,0.728,0,2.6,91.88,1.2,bajo,0.0035,0
C00317,medio_riesgo,639.72,9325.15,0.108,0,3.94,400.02,9.6,bajo,0.0022,0
C00318,bajo_riesgo,749.01,13001.79,0.099,0,3.25,2575.14,5.3,alto,0.0008,0
C00319,bajo_riesgo,863.01,17403.87,0.036,0,6.93,710.85,37.5,alto,0.0002,0
C00320,medio_riesgo,700.61,13607.31,0.209,0,6.35,3121.29,25.9,medio,0.0009,0
C00321,medio_riesgo,682.34,8810.2,0.242,0,1.97,2921.47,10.9,medio,0.0026,0
C00322,alto_riesgo,435.69,5814.39,0.91,2,2.81,5058.78,35.0,bajo,0.081,0
C00323,bajo_riesgo,778.13,17830.33,0.336,0,3.84,1153.84,26.1,alto,0.0004,0
C00324,bajo_riesgo,764.22,15882.15,0.134,0,3.86,1355.53,56.3,alto,0.0004,0
C00325,bajo_riesgo,764.84,15296.42,0.129,0,4.44,4204.93,35.2,alto,0.0005,0
C00326,alto_riesgo,596.9,3262.2,0.872,3,3.39,4592.15,39.3,bajo,0.1485,0
C00327,medio_riesgo,574.06,7597.18,0.274,0,4.74,5906.45,39.0,medio,0.0047,0
C00328,medio_riesgo,664.11,7498.17,0.36,0,5.29,5787.6,18.2,medio,0.004,0
C00329,medio_riesgo,666.9,9176.4,0.472,0,6.22,3548.14,52.8,medio,0.0033,0
C00330,bajo_riesgo,822.94,17183.62,0.203,0,5.22,300.43,37.5,alto,0.0003,0
C00331,bajo_riesgo,792.43,17136.4,0.07,0,2.3,3070.72,58.5,alto,0.0003,0
C00332,alto_riesgo,615.8,6304.53,0.762,1,4.83,12686.49,57.6,bajo,0.019,0
C00333,medio_riesgo,524.6,8727.25,0.484,1,4.12,8176.53,35.2,bajo,0.0111,0
C00334,alto_riesgo,436.77,3967.83,0.716,1,2.91,1231.21,4.3,bajo,0.0476,0
C00335,medio_riesgo,539.67,10871.26,0.224,0,3.31,1010.42,42.3,medio,0.0025,0
C00336,medio_riesgo,657.99,5256.4,0.712,0,6.71,2189.9,0.5,medio,0.0098,0
C00337,alto_riesgo,591.64,2362.26,0.771,3,1.97,11276.09,41.4,bajo,0.1581,1
C00338,alto_riesgo,415.9,3803.37,0.51,0,0.76,8046.61,28.5,bajo,0.0209,0
C00339,bajo_riesgo,803.02,13742.64,0.148,0,7.21,3570.86,33.0,alto,0.0006,0
C00340,medio_riesgo,607.55,11026.52,0.127,0,1.85,1870.56,53.6,medio,0.0018,0
C00341,bajo_riesgo,747.37,16409.58,0.169,0,4.93,3749.48,41.8,medio,0.0004,0
C00342,alto_riesgo,521.63,6712.45,0.642,1,0.0,6051.99,27.9,bajo,0.0201,0
C00343,alto_riesgo,510.02,2241.37,0.728,2,3.99,3923.27,50.0,bajo,0.1039,0
C00344,bajo_riesgo,834.99,17901.23,0.057,0,5.78,2434.46,19.1,alto,0.0002,0
C00345,bajo_riesgo,804.61,10681.46,0.108,1,5.23,2588.25,53.6,medio,0.0021,0
C00346,medio_riesgo,605.91,7843.7,0.308,0,4.56,3441.54,6.4,medio,0.0042,0
C00347,bajo_riesgo,788.36,10514.56,0.492,0,5.21,1300.78,54.5,medio,0.0018,0
C00348,medio_riesgo,519.98,11101.34,0.27,0,6.82,3879.36,36.7,medio,0.0027,0
C00349,bajo_riesgo,743.07,17463.03,0.053,0,4.35,2900.17,51.7,alto,0.0003,0
C00350,bajo_riesgo,735.27,12378.38,0.105,0,8.21,1914.48,39.5,medio,0.0009,0
C00351,bajo_riesgo,755.98,11546.2,0.298,0,6.36,2897.68,52.8,alto,0.0013,0
C00352,bajo_riesgo,811.52,18320.38,0.152,1,6.41,2826.36,45.2,alto,0.0005,0
C00353,alto_riesgo,494.18,3553.91,0.672,1,2.87,7314.97,2.1,bajo,0.0416,0
C00354,alto_riesgo,469.0,6860.52,0.551,2,1.84,2965.7,11.2,bajo,0.0404,0
C00355,alto_riesgo,460.41,2362.9,0.579,0,1.23,7923.8,26.1,bajo,0.0264,0
C00356,bajo_riesgo,823.72,14387.31,0.22,0,6.34,2574.76,53.8,alto,0.0005,0
C00357,bajo_riesgo,760.48,9583.93,0.233,0,5.17,1073.77,59.5,medio,0.0017,0
C00358,bajo_riesgo,779.19,21577.34,0.104,0,5.22,786.92,9.1,medio,0.0001,0
C00359,medio_riesgo,490.16,10142.33,0.543,1,2.9,1741.36,56.9,bajo,0.01,0
C00360,bajo_riesgo,739.49,13460.65,0.176,0,6.86,891.53,20.5,medio,0.0008,0
C00361,alto_riesgo,430.75,5641.11,0.673,2,1.18,16210.5,12.9,bajo,0.0652,0
C00362,alto_riesgo,582.25,3462.54,0.403,1,5.99,968.75,6.3,bajo,0.024,0
C00363,bajo_riesgo,771.52,14110.03,0.185,0,5.93,2915.47,5.8,alto,0.0006,0
C00364,medio_riesgo,631.17,12873.98,0.105,2,1.5,2371.82,56.1,medio,0.0045,0
C00365,alto_riesgo,495.93,3347.91,0.884,4,4.34,4274.14,22.9,bajo,0.3216,0
C00366,medio_riesgo,620.4,12952.23,0.323,0,3.67,812.43,57.2,medio,0.0015,0
C00367,alto_riesgo,465.67,6676.92,0.637,2,7.08,12963.1,30.4,bajo,0.0466,0
C00368,medio_riesgo,611.35,10418.73,0.641,0,5.95,2168.3,23.3,medio,0.0037,0
C00369,medio_riesgo,713.37,7215.16,0.408,0,1.95,2922.77,46.8,medio,0.0039,0
C00370,bajo_riesgo,703.88,16657.14,0.042,0,7.14,5450.2,27.8,medio,0.0004,0
C00371,medio_riesgo,770.41,7577.05,0.068,0,2.51,6436.53,31.2,bajo,0.002,0
C00372,alto_riesgo,653.74,3087.18,0.323,0,0.4,6656.56,52.7,bajo,0.0096,0
C00373,medio_riesgo,637.14,12366.0,0.545,0,3.69,3017.3,46.0,medio,0.0021,0
C00374,bajo_riesgo,795.93,11514.4,0.153,0,6.54,3932.15,47.4,alto,0.001,0
C00375,bajo_riesgo,821.13,15597.13,0.102,0,6.28,10641.9,38.3,medio,0.0004,0
C00376,alto_riesgo,587.07,8294.42,0.775,2,3.1,10672.38,9.7,bajo,0.0282,0
C00377,alto_riesgo,416.83,6824.1,0.534,4,4.43,3339.63,6.8,bajo,0.1647,0
C00378,medio_riesgo,691.79,5671.48,0.463,1,4.14,10190.29,44.9,bajo,0.0121,0
C00379,medio_riesgo,638.98,9414.07,0.317,0,6.85,5243.3,44.4,medio,0.0028,0
C00380,alto_riesgo,467.47,3547.23,0.485,1,1.79,13949.18,27.4,bajo,0.0363,0
C00381,medio_riesgo,546.58,6557.87,0.298,0,2.41,5105.28,21.6,medio,0.0064,0
C00382,bajo_riesgo,763.01,15220.93,0.044,0,5.37,2167.12,53.9,medio,0.0004,0
C00383,medio_riesgo,482.36,10764.3,0.424,0,5.19,1917.67,20.8,medio,0.0039,0
C00384,alto_riesgo,414.04,5716.98,0.534,1,3.06,4311.32,15.7,bajo,0.0295,0
C00385,bajo_riesgo,757.28,16619.55,0.128,1,4.95,839.96,44.5,alto,0.0008,0
C00386,medio_riesgo,654.63,9442.64,0.395,0,2.91,10506.39,9.5,bajo,0.0029,0
C00387,bajo_riesgo,845.28,16086.25,0.165,0,0.93,1930.41,38.9,alto,0.0003,0
C00388,alto_riesgo,520.17,7914.64,0.664,3,0.36,6533.63,48.1,bajo,0.0632,0
C00389,bajo_riesgo,759.84,17618.42,0.074,0,6.13,1893.31,42.4,alto,0.0003,0
C00390,medio_riesgo,606.95,7319.44,0.467,0,5.86,1579.57,20.0,bajo,0.0056,0
C00391,medio_riesgo,672.37,6895.39,0.247,2,6.43,2605.4,39.9,medio,0.0155,0
C00392,alto_riesgo,484.2,5479.88,0.511,0,2.06,1913.77,26.0,bajo,0.0123,0
C00393,medio_riesgo,608.95,11956.39,0.45,0,5.54,568.19,28.8,bajo,0.0022,0
C00394,medio_riesgo,593.0,7552.95,0.308,0,9.64,1473.48,43.5,bajo,0.0046,0
C00395,alto_riesgo,572.98,7393.25,0.569,2,3.12,3220.21,38.6,bajo,0.0275,0
C00396,bajo_riesgo,769.11,13150.01,0.419,0,2.49,802.06,17.5,medio,0.001,0
C00397,bajo_riesgo,782.44,15311.02,0.211,0,6.91,2997.48,14.7,alto,0.0005,0
C00398,bajo_riesgo,792.58,15660.72,0.073,0,5.06,1361.55,52.1,medio,0.0004,0
C00399,medio_riesgo,607.0,12642.84,0.098,0,0.0,3239.12,50.9,bajo,0.0013,0
C00400,medio_riesgo,506.17,8737.69,0.772,1,4.4,981.09,24.1,medio,0.0165,0
C00401,medio_riesgo,538.38,6140.68,0.328,1,2.15,2646.71,51.9,medio,0.0148,0
C00402,alto_riesgo,444.25,9482.15,0.676,3,2.35,2254.65,29.4,bajo,0.059,0
C00403,medio_riesgo,574.14,8644.48,0.542,0,4.95,1358.44,51.0,bajo,0.0052,0
C00404,medio_riesgo,650.18,3986.49,0.162,0,4.13,5803.33,10.9,medio,0.0067,0
C00405,bajo_riesgo,776.21,15611.31,0.111,1,10.04,2502.75,45.9,medio,0.0009,0
C00406,bajo_riesgo,783.61,13340.28,0.385,0,8.11,4047.53,24.7,alto,0.0009,0
C00407,alto_riesgo,422.75,6357.01,0.795,1,0.9,4923.14,30.1,bajo,0.0344,0
C00408,bajo_riesgo,736.97,14487.66,0.386,0,7.15,634.97,33.2,alto,0.0008,0
C00409,medio_riesgo,519.23,6830.8,0.309,0,5.19,1875.34,40.7,bajo,0.0067,0
C00410,alto_riesgo,425.55,4783.27,0.79,1,3.52,4501.93,6.4,bajo,0.0459,0
C00411,bajo_riesgo,830.51,18283.19,0.209,0,7.67,2083.05,15.1,medio,0.0002,0
C00412,bajo_riesgo,750.64,14534.71,0.306,0,5.39,3228.02,43.3,medio,0.0007,0
C00413,bajo_riesgo,719.15,11254.18,0.153,0,10.58,3391.42,0.0,medio,0.0013,0
C00414,alto_riesgo,569.26,7517.1,0.536,2,2.39,2626.03,22.6,bajo,0.0261,0
C00415,alto_riesgo,417.27,3345.07,0.71,3,3.34,3804.36,19.7,bajo,0.1948,0
C00416,medio_riesgo,643.0,7342.92,0.377,1,8.79,2952.28,29.7,bajo,0.0091,0
C00417,alto_riesgo,527.68,6276.92,0.814,0,4.34,5092.73,59.0,bajo,0.0132,0
C00418,bajo_riesgo,769.15,15056.21,0.228,0,6.83,372.89,45.0,alto,0.0006,0
C00419,medio_riesgo,602.86,10042.07,0.363,0,3.08,4182.32,57.5,medio,0.0029,0
C00420,medio_riesgo,526.71,5587.0,0.376,0,5.39,6524.22,13.9,bajo,0.009,0
C00421,bajo_riesgo,794.6,16621.77,0.215,0,8.86,1359.09,41.2,alto,0.0004,0
C00422,medio_riesgo,615.39,8285.54,0.261,0,0.43,1927.22,43.0,medio,0.0035,0
C00423,alto_riesgo,483.45,7704.66,0.718,1,2.39,4520.21,58.0,bajo,0.0202,0
C00424,medio_riesgo,529.58,12550.67,0.443,0,4.59,3238.46,59.8,medio,0.0024,0
C00425,alto_riesgo,579.45,5844.43,0.609,2,1.69,5178.05,34.6,bajo,0.0382,0
C00426,alto_riesgo,413.17,9629.62,0.403,0,1.13,9520.28,22.1,bajo,0.0059,0
C00427,bajo_riesgo,841.85,17122.31,0.204,0,2.14,3420.64,45.2,medio,0.0003,0
C00428,alto_riesgo,353.26,6383.77,0.701,1,2.78,5400.77,20.5,bajo,0.0375,0
C00429,medio_riesgo,718.48,12640.6,0.308,0,2.76,1081.91,10.8,bajo,0.0012,0
C00430,medio_riesgo,710.79,8715.68,0.708,0,1.95,4349.65,36.6,medio,0.0042,0
C00431,bajo_riesgo,858.75,15669.06,0.085,0,6.28,3863.35,42.7,medio,0.0003,0
C00432,bajo_riesgo,761.36,9169.9,0.289,0,5.99,658.8,24.0,alto,0.002,0
C00433,medio_riesgo,575.25,11797.13,0.313,0,3.63,1252.76,59.9,medio,0.0021,0
C00434,alto_riesgo,526.33,5095.22,0.523,2,1.66,5661.29,17.7,bajo,0.0465,0
C00435,alto_riesgo,399.93,8883.49,0.825,1,4.27,7957.39,14.0,bajo,0.0233,0
C00436,alto_riesgo,434.52,2726.98,0.562,1,9.14,4359.84,43.7,bajo,0.051,0
C00437,alto_riesgo,603.12,4936.8,0.6,1,0.0,1038.14,0.9,bajo,0.0213,0
C00438,alto_riesgo,525.85,6224.71,0.608,0,0.0,727.83,31.4,bajo,0.0105,0
C00439,medio_riesgo,680.97,6200.99,0.374,1,3.71,660.97,23.0,medio,0.0101,0
C00440,alto_riesgo,409.91,6166.86,0.611,0,5.66,11554.85,5.7,bajo,0.0151,0
C00441,bajo_riesgo,744.22,12343.49,0.184,0,7.28,4346.91,22.2,alto,0.001,0
C00442,bajo_riesgo,762.32,16670.98,0.317,0,7.22,2675.92,33.9,medio,0.0005,0
C00443,medio_riesgo,686.4,6648.89,0.39,0,2.86,5499.37,32.5,medio,0.0046,0
C00444,bajo_riesgo,813.11,16595.58,0.054,0,4.83,6392.2,59.4,medio,0.0003,0
C00445,bajo_riesgo,805.98,16736.53,0.34,0,7.31,8522.93,12.9,medio,0.0004,0
C00446,bajo_riesgo,753.75,14254.57,0.038,0,6.48,3835.02,47.8,medio,0.0005,0
C00447,bajo_riesgo,813.66,14233.24,0.097,0,9.29,4427.36,52.0,alto,0.0005,0
C00448,medio_riesgo,797.86,8607.67,0.31,0,6.69,1279.56,4.8,bajo,0.002,0
C00449,bajo_riesgo,819.07,16742.91,0.125,1,8.39,5759.23,0.9,alto,0.0006,0
C00450,bajo_riesgo,742.97,13078.28,0.124,1,7.67,1967.02,8.3,medio,0.0016,0
C00451,medio_riesgo,580.84,6480.22,0.671,1,4.04,1332.92,4.5,medio,0.0183,0
C00452,medio_riesgo,710.72,11748.48,0.33,0,3.82,12020.41,54.9,bajo,0.0014,0
C00453,medio_riesgo,543.08,9319.25,0.147,0,4.54,453.95,4.6,medio,0.0031,0
C00454,bajo_riesgo,850.35,18759.97,0.061,0,5.29,5129.45,29.6,alto,0.0002,0
C00455,medio_riesgo,698.2,7700.32,0.476,1,3.55,3266.37,59.6,medio,0.0081,0
C00456,medio_riesgo,686.57,6392.71,0.499,0,4.05,1211.02,23.1,medio,0.0055,0
C00457,medio_riesgo,672.71,8966.13,0.147,2,3.7,4504.96,16.3,bajo,0.0091,0
C00458,bajo_riesgo,792.63,12758.05,0.219,0,7.1,2519.92,54.4,alto,0.0008,0
C00459,alto_riesgo,513.04,5369.28,0.584,1,0.0,4634.89,29.0,bajo,0.025,0
C00460,bajo_riesgo,738.72,20313.35,0.19,0,5.71,2083.06,45.2,alto,0.0002,0
C00461,medio_riesgo,691.66,11157.67,0.397,0,1.01,5778.85,26.7,bajo,0.0019,0
C00462,bajo_riesgo,760.26,19613.09,0.175,0,3.99,7667.46,29.3,alto,0.0002,0
C00463,bajo_riesgo,756.94,12299.8,0.141,0,8.42,1951.5,52.2,alto,0.0009,0
C00464,alto_riesgo,412.92,7841.64,0.414,1,0.0,11017.22,54.4,bajo,0.017,0
C00465,alto_riesgo,401.33,3291.63,0.279,3,0.0,8588.48,14.1,bajo,0.1327,0
C00466,medio_riesgo,700.71,6801.57,0.161,2,4.52,2508.94,33.9,medio,0.0131,0
C00467,medio_riesgo,627.42,12263.81,0.631,1,2.8,1644.13,57.2,medio,0.0048,0
C00468,medio_riesgo,624.32,9422.56,0.467,0,3.0,2724.82,56.0,bajo,0.0035,0
C00469,bajo_riesgo,711.29,13748.01,0.057,0,6.25,2015.72,53.4,medio,0.0007,0
C00470,medio_riesgo,669.43,11247.6,0.152,2,6.71,3412.88,53.1,medio,0.0059,0
C00471,medio_riesgo,693.86,8976.03,0.424,0,4.99,2778.93,57.0,bajo,0.003,0
C00472,alto_riesgo,423.85,6160.54,0.643,1,3.9,8256.83,52.7,bajo,0.0298,0
C00473,bajo_riesgo,763.28,15513.1,0.14,0,6.33,1375.64,35.0,alto,0.0005,0
C00474,alto_riesgo,592.75,8009.86,0.75,0,1.3,2139.77,54.1,bajo,0.0072,0
C00475,bajo_riesgo,668.3,15098.41,0.104,0,2.3,3305.54,29.3,medio,0.0006,0
C00476,bajo_riesgo,795.87,15599.2,0.058,0,3.81,1557.67,6.7,alto,0.0004,0
C00477,bajo_riesgo,729.56,19004.71,0.135,0,4.18,4658.72,20.4,alto,0.0003,0
C00478,bajo_riesgo,760.89,17749.45,0.08,0,4.89,1634.01,15.5,alto,0.0003,0
C00479,medio_riesgo,563.75,17083.52,0.246,2,9.84,6212.82,6.8,medio,0.0028,0
C00480,alto_riesgo,473.8,8266.17,0.613,4,1.39,4200.31,38.5,bajo,0.1204,1
C00481,medio_riesgo,538.78,6375.89,0.407,1,2.31,1534.43,11.8,bajo,0.0155,1
C00482,medio_riesgo,687.16,8437.93,0.302,0,1.16,5091.7,11.1,medio,0.0029,0
C00483,alto_riesgo,600.46,4551.43,0.493,0,0.31,8254.5,18.3,bajo,0.0102,0
C00484,medio_riesgo,705.51,5691.13,0.191,1,2.69,5774.19,14.6,medio,0.0084,0
C00485,medio_riesgo,726.46,8514.89,0.51,2,8.34,2472.33,33.0,medio,0.0131,0
C00486,alto_riesgo,400.26,5439.14,0.722,2,3.94,16431.42,0.9,bajo,0.0778,1
C00487,alto_riesgo,480.06,6158.85,0.721,2,1.89,4705.36,26.5,bajo,0.0543,1
C00488,medio_riesgo,519.18,8398.39,0.456,1,6.05,16127.21,39.5,bajo,0.0117,0
C00489,alto_riesgo,471.23,1921.44,0.684,0,0.96,4751.03,11.3,bajo,0.0315,0
C00490,medio_riesgo,615.83,11258.9,0.547,1,4.45,5435.46,9.0,medio,0.0055,0
C00491,bajo_riesgo,813.2,14163.19,0.137,0,6.31,2323.52,54.3,alto,0.0005,0
C00492,medio_riesgo,699.27,11239.11,0.588,0,1.79,2896.24,49.2,bajo,0.0023,0
C00493,bajo_riesgo,748.01,15521.51,0.218,0,4.81,7509.95,15.3,medio,0.0005,0
C00494,medio_riesgo,537.49,9761.0,0.587,0,2.04,3018.31,50.1,bajo,0.0049,0
C00495,medio_riesgo,513.12,5592.0,0.409,1,6.19,493.79,53.2,medio,0.0195,0
C00496,bajo_riesgo,766.22,16830.46,0.186,0,3.25,634.89,6.9,alto,0.0004,0
C00497,bajo_riesgo,767.1,20506.96,0.228,0,6.41,2649.94,45.1,medio,0.0002,0
C00498,bajo_riesgo,721.01,9706.33,0.184,0,4.88,1477.49,31.4,alto,0.0018,0
C00499,alto_riesgo,634.68,1500.0,0.799,0,0.74,4190.93,43.6,bajo,0.0243,0
C00500,alto_riesgo,460.65,7562.75,0.89,2,4.24,6889.24,42.7,bajo,0.0533,0
C00501,medio_riesgo,720.95,11078.4,0.246,1,0.37,2108.66,27.7,medio,0.0029,0
C00502,bajo_riesgo,734.48,12179.53,0.235,0,6.41,859.2,1.0,alto,0.0011,0
C00503,medio_riesgo,594.51,8350.39,0.277,0,2.99,4073.47,40.0,bajo,0.0038,0
C00504,bajo_riesgo,756.74,15166.86,0.065,0,4.82,2748.39,35.5,alto,0.0005,0
C00505,bajo_riesgo,756.79,14345.26,0.169,0,5.81,3172.37,29.3,medio,0.0006,0
C00506,bajo_riesgo,747.6,16452.73,0.133,0,8.39,916.8,41.5,alto,0.0004,0
C00507,alto_riesgo,544.37,5269.94,0.712,2,5.23,2195.27,33.9,bajo,0.053,0
C00508,medio_riesgo,690.88,11989.7,0.061,2,4.39,660.36,21.1,medio,0.0043,0
C00509,bajo_riesgo,721.05,18711.26,0.181,0,3.9,3961.07,47.7,alto,0.0003,0
C00510,bajo_riesgo,769.02,12430.11,0.111,0,6.55,1057.37,44.4,medio,0.0008,0
C00511,bajo_riesgo,814.15,8194.44,0.074,0,6.08,2313.47,35.0,alto,0.0016,0
C00512,bajo_riesgo,758.73,16864.57,0.126,0,5.88,4285.98,31.0,alto,0.0004,0
C00513,medio_riesgo,646.38,8381.34,0.243,1,5.59,3349.28,38.7,medio,0.0062,0
C00514,bajo_riesgo,830.48,17992.45,0.41,0,3.52,5883.07,36.7,alto,0.0003,0
C00515,bajo_riesgo,789.17,15889.94,0.495,0,7.17,7536.71,12.4,alto,0.0006,0
C00516,medio_riesgo,566.41,9449.23,0.242,1,1.88,204.86,9.7,bajo,0.0064,0
C00517,medio_riesgo,676.52,8525.69,0.679,1,2.76,3334.95,15.3,bajo,0.0093,0
C00518,bajo_riesgo,834.86,12000.86,0.182,0,4.41,1387.97,21.6,alto,0.0008,0
C00519,medio_riesgo,648.53,12935.62,0.46,1,1.44,5968.57,51.5,medio,0.0032,0
C00520,bajo_riesgo,769.73,18276.02,0.299,0,5.67,3522.61,6.6,alto,0.0003,0
C00521,bajo_riesgo,865.48,15283.43,0.052,0,7.32,2060.15,40.2,alto,0.0003,0
C00522,medio_riesgo,545.1,12874.26,0.435,0,2.54,1007.16,6.9,medio,0.0022,0
C00523,medio_riesgo,708.67,9664.81,0.417,0,0.91,6509.29,22.4,medio,0.0025,0
C00524,medio_riesgo,682.37,9635.69,0.278,1,6.33,1243.54,23.8,bajo,0.0045,0
C00525,bajo_riesgo,788.84,8828.71,0.289,0,2.51,464.67,43.0,alto,0.002,0
C00526,alto_riesgo,409.96,8253.14,0.775,0,0.66,8400.75,53.5,bajo,0.0121,0
C00527,alto_riesgo,439.49,6675.02,0.776,0,0.0,5622.17,38.4,bajo,0.0152,0
C00528,medio_riesgo,573.9,11606.43,0.323,2,5.88,4123.71,54.2,medio,0.009,0
C00529,alto_riesgo,549.46,4626.05,0.728,2,3.96,2371.87,22.7,bajo,0.0601,0
C00530,alto_riesgo,503.94,6577.96,0.803,1,3.09,1041.99,45.4,bajo,0.0262,0
C00531,medio_riesgo,555.58,10437.31,0.547,0,4.83,1626.1,34.4,medio,0.0039,0
C00532,medio_riesgo,635.82,4453.47,0.146,0,2.09,6219.15,45.7,bajo,0.0062,0
C00533,bajo_riesgo,775.2,12755.58,0.382,0,6.82,3274.36,40.8,alto,0.001,0
C00534,bajo_riesgo,750.95,11519.13,0.066,0,4.48,1597.47,21.0,alto,0.001,0
C00535,medio_riesgo,604.18,7978.96,0.485,0,5.32,2509.6,32.8,medio,0.0051,0
C00536,bajo_riesgo,764.04,15264.79,0.118,0,1.19,2112.01,58.7,alto,0.0005,0
C00537,bajo_riesgo,796.36,9273.55,0.191,0,4.18,2642.69,39.1,alto,0.0016,0
C00538,bajo_riesgo,719.26,17874.67,0.033,0,8.95,7250.19,41.4,alto,0.0003,0
C00539,bajo_riesgo,811.34,7181.13,0.064,0,7.44,2552.01,13.5,alto,0.0019,0
C00540,alto_riesgo,450.8,5157.19,0.663,0,2.78,5817.28,33.4,bajo,0.0173,0
C00541,medio_riesgo,582.99,7751.33,0.316,0,4.23,3844.38,15.6,medio,0.0046,0
C00542,alto_riesgo,479.74,7797.36,0.522,1,1.48,4917.26,45.3,bajo,0.016,0
C00543,bajo_riesgo,739.37,13728.01,0.069,0,0.12,4555.31,44.1,alto,0.0007,0
C00544,bajo_riesgo,733.09,22170.55,0.095,1,5.84,3970.07,47.2,alto,0.0003,0
C00545,bajo_riesgo,750.26,18050.57,0.32,0,4.8,2376.26,0.1,alto,0.0004,0
C00546,alto_riesgo,513.52,3934.83,0.356,1,0.69,2629.12,40.9,bajo,0.0253,1
C00547,medio_riesgo,657.74,7933.13,0.606,0,0.56,6537.9,10.7,medio,0.0051,0
